,ProteinName,FullPeptideName,transition_group_id,transition_name,RetentionTime,Annotation,PrecursorMz,MS1 Res,ProductMz,MS2 Res,Dwell,Fragmentor,Collision Energy,Cell Accelerator Voltage,LibraryIntensity,decoy,PeptideSequence,LabelType,PrecursorCharge,FragmentCharge,FragmentType,FragmentSeriesNumber,quantifying_transition,identifying_transition,detecting_transition
1318,HMDB:HMDB0038443,,HMDB:HMDB0038443,HMDB:HMDB0038443,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1319,HMDB:HMDB0031346,,HMDB:HMDB0031346,HMDB:HMDB0031346,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1320,HMDB:HMDB0040332,,HMDB:HMDB0040332,HMDB:HMDB0040332,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1321,HMDB:HMDB0029384,,HMDB:HMDB0029384,HMDB:HMDB0029384,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1322,HMDB:HMDB0001896,,HMDB:HMDB0001896,HMDB:HMDB0001896,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1323,HMDB:HMDB0006468,,HMDB:HMDB0006468,HMDB:HMDB0006468,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1324,HMDB:HMDB0001365,,HMDB:HMDB0001365,HMDB:HMDB0001365,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1325,HMDB:HMDB0015519,,HMDB:HMDB0015519,HMDB:HMDB0015519,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1326,HMDB:HMDB0060347,,HMDB:HMDB0060347,HMDB:HMDB0060347,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1327,HMDB:HMDB0033845,,HMDB:HMDB0033845,HMDB:HMDB0033845,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1328,HMDB:HMDB0000094,,HMDB:HMDB0000094,HMDB:HMDB0000094,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1329,HMDB:HMDB0031186,,HMDB:HMDB0031186,HMDB:HMDB0031186,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1330,HMDB:HMDB0030692,,HMDB:HMDB0030692,HMDB:HMDB0030692,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1331,HMDB:HMDB0028684,,HMDB:HMDB0028684,HMDB:HMDB0028684,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1332,HMDB:HMDB0037166,,HMDB:HMDB0037166,HMDB:HMDB0037166,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1333,HMDB:HMDB0003072,,HMDB:HMDB0003072,HMDB:HMDB0003072,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1334,HMDB:HMDB0029048,,HMDB:HMDB0029048,HMDB:HMDB0029048,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1335,HMDB:HMDB0030580,,HMDB:HMDB0030580,HMDB:HMDB0030580,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1336,HMDB:HMDB0001004,,HMDB:HMDB0001004,HMDB:HMDB0001004,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1337,HMDB:HMDB0031710,,HMDB:HMDB0031710,HMDB:HMDB0031710,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1338,HMDB:HMDB0031571,,HMDB:HMDB0031571,HMDB:HMDB0031571,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1339,HMDB:HMDB0015189,,HMDB:HMDB0015189,HMDB:HMDB0015189,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1340,HMDB:HMDB0029820,,HMDB:HMDB0029820,HMDB:HMDB0029820,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1341,HMDB:HMDB0061832,,HMDB:HMDB0061832,HMDB:HMDB0061832,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1342,HMDB:HMDB0038669,,HMDB:HMDB0038669,HMDB:HMDB0038669,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1343,HMDB:HMDB0041624,,HMDB:HMDB0041624,HMDB:HMDB0041624,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1344,HMDB:HMDB0001253,,HMDB:HMDB0001253,HMDB:HMDB0001253,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1345,HMDB:HMDB0000821,,HMDB:HMDB0000821,HMDB:HMDB0000821,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1346,HMDB:HMDB0062376,,HMDB:HMDB0062376,HMDB:HMDB0062376,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1347,HMDB:HMDB0003626,,HMDB:HMDB0003626,HMDB:HMDB0003626,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1348,HMDB:HMDB0032210,,HMDB:HMDB0032210,HMDB:HMDB0032210,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1349,HMDB:HMDB0059920,,HMDB:HMDB0059920,HMDB:HMDB0059920,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1350,HMDB:HMDB0035717,,HMDB:HMDB0035717,HMDB:HMDB0035717,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1351,HMDB:HMDB0129377,,HMDB:HMDB0129377,HMDB:HMDB0129377,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1352,HMDB:HMDB0033043,,HMDB:HMDB0033043,HMDB:HMDB0033043,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1353,HMDB:HMDB0041503,,HMDB:HMDB0041503,HMDB:HMDB0041503,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1354,HMDB:HMDB0000127,,HMDB:HMDB0000127,HMDB:HMDB0000127,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1355,HMDB:HMDB0033245,,HMDB:HMDB0033245,HMDB:HMDB0033245,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1356,HMDB:HMDB0012931,,HMDB:HMDB0012931,HMDB:HMDB0012931,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1357,HMDB:HMDB0014991,,HMDB:HMDB0014991,HMDB:HMDB0014991,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1358,HMDB:HMDB0000954,,HMDB:HMDB0000954,HMDB:HMDB0000954,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1359,HMDB:HMDB0001867,,HMDB:HMDB0001867,HMDB:HMDB0001867,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1360,HMDB:HMDB0059797,,HMDB:HMDB0059797,HMDB:HMDB0059797,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1361,HMDB:HMDB0029915,,HMDB:HMDB0029915,HMDB:HMDB0029915,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1362,HMDB:HMDB0037295,,HMDB:HMDB0037295,HMDB:HMDB0037295,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1363,HMDB:HMDB0001847,,HMDB:HMDB0001847,HMDB:HMDB0001847,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1364,HMDB:HMDB0031517,,HMDB:HMDB0031517,HMDB:HMDB0031517,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1365,HMDB:HMDB0041440,,HMDB:HMDB0041440,HMDB:HMDB0041440,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1366,HMDB:HMDB0094708,,HMDB:HMDB0094708,HMDB:HMDB0094708,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1367,HMDB:HMDB0014018,,HMDB:HMDB0014018,HMDB:HMDB0014018,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1368,HMDB:HMDB0031846,,HMDB:HMDB0031846,HMDB:HMDB0031846,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1369,HMDB:HMDB0034210,,HMDB:HMDB0034210,HMDB:HMDB0034210,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1370,HMDB:HMDB0013671,,HMDB:HMDB0013671,HMDB:HMDB0013671,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1371,HMDB:HMDB0000840,,HMDB:HMDB0000840,HMDB:HMDB0000840,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1372,HMDB:HMDB0029743,,HMDB:HMDB0029743,HMDB:HMDB0029743,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1373,HMDB:HMDB0014903,,HMDB:HMDB0014903,HMDB:HMDB0014903,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1374,HMDB:HMDB0062443,,HMDB:HMDB0062443,HMDB:HMDB0062443,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1375,HMDB:HMDB0240291,,HMDB:HMDB0240291,HMDB:HMDB0240291,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1376,HMDB:HMDB0060953,,HMDB:HMDB0060953,HMDB:HMDB0060953,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1377,HMDB:HMDB0037898,,HMDB:HMDB0037898,HMDB:HMDB0037898,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1378,HMDB:HMDB0015290,,HMDB:HMDB0015290,HMDB:HMDB0015290,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1379,HMDB:HMDB0128930,,HMDB:HMDB0128930,HMDB:HMDB0128930,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1380,HMDB:HMDB0030800,,HMDB:HMDB0030800,HMDB:HMDB0030800,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1381,HMDB:HMDB0033044,,HMDB:HMDB0033044,HMDB:HMDB0033044,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1382,HMDB:HMDB0000565,,HMDB:HMDB0000565,HMDB:HMDB0000565,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1383,HMDB:HMDB0001857,,HMDB:HMDB0001857,HMDB:HMDB0001857,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1384,HMDB:HMDB0000434,,HMDB:HMDB0000434,HMDB:HMDB0000434,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1385,HMDB:HMDB0061008,,HMDB:HMDB0061008,HMDB:HMDB0061008,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1386,HMDB:HMDB0032852,,HMDB:HMDB0032852,HMDB:HMDB0032852,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1387,HMDB:HMDB0059631,,HMDB:HMDB0059631,HMDB:HMDB0059631,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1388,HMDB:HMDB0040241,,HMDB:HMDB0040241,HMDB:HMDB0040241,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1389,HMDB:HMDB0036226,,HMDB:HMDB0036226,HMDB:HMDB0036226,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1390,HMDB:HMDB0029741,,HMDB:HMDB0029741,HMDB:HMDB0029741,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1391,HMDB:HMDB0032564,,HMDB:HMDB0032564,HMDB:HMDB0032564,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1392,HMDB:HMDB0030867,,HMDB:HMDB0030867,HMDB:HMDB0030867,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1393,HMDB:HMDB0032247,,HMDB:HMDB0032247,HMDB:HMDB0032247,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1394,HMDB:HMDB0033567,,HMDB:HMDB0033567,HMDB:HMDB0033567,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1395,HMDB:HMDB0039853,,HMDB:HMDB0039853,HMDB:HMDB0039853,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1396,HMDB:HMDB0004138,,HMDB:HMDB0004138,HMDB:HMDB0004138,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1397,HMDB:HMDB0003966,,HMDB:HMDB0003966,HMDB:HMDB0003966,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1398,HMDB:HMDB0003705,,HMDB:HMDB0003705,HMDB:HMDB0003705,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1399,HMDB:HMDB0006955,,HMDB:HMDB0006955,HMDB:HMDB0006955,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1400,HMDB:HMDB0033179,,HMDB:HMDB0033179,HMDB:HMDB0033179,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1401,HMDB:HMDB0000181,,HMDB:HMDB0000181,HMDB:HMDB0000181,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1402,HMDB:HMDB0032055,,HMDB:HMDB0032055,HMDB:HMDB0032055,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1403,HMDB:HMDB0033455,,HMDB:HMDB0033455,HMDB:HMDB0033455,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1404,HMDB:HMDB0033188,,HMDB:HMDB0033188,HMDB:HMDB0033188,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1405,HMDB:HMDB0004063,,HMDB:HMDB0004063,HMDB:HMDB0004063,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1406,HMDB:HMDB0029422,,HMDB:HMDB0029422,HMDB:HMDB0029422,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1407,HMDB:HMDB0036173,,HMDB:HMDB0036173,HMDB:HMDB0036173,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1408,HMDB:HMDB0040090,,HMDB:HMDB0040090,HMDB:HMDB0040090,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1409,HMDB:HMDB0062766,,HMDB:HMDB0062766,HMDB:HMDB0062766,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1410,HMDB:HMDB0015300,,HMDB:HMDB0015300,HMDB:HMDB0015300,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1411,HMDB:HMDB0040457,,HMDB:HMDB0040457,HMDB:HMDB0040457,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1412,HMDB:HMDB0040585,,HMDB:HMDB0040585,HMDB:HMDB0040585,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1413,HMDB:HMDB0011750,,HMDB:HMDB0011750,HMDB:HMDB0011750,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1414,HMDB:HMDB0130847,,HMDB:HMDB0130847,HMDB:HMDB0130847,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1415,HMDB:HMDB0013858,,HMDB:HMDB0013858,HMDB:HMDB0013858,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1416,HMDB:HMDB0014480,,HMDB:HMDB0014480,HMDB:HMDB0014480,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1417,HMDB:HMDB0040164,,HMDB:HMDB0040164,HMDB:HMDB0040164,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1418,HMDB:HMDB0000291,,HMDB:HMDB0000291,HMDB:HMDB0000291,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1419,HMDB:HMDB0015188,,HMDB:HMDB0015188,HMDB:HMDB0015188,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1420,HMDB:HMDB0036185,,HMDB:HMDB0036185,HMDB:HMDB0036185,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1421,HMDB:HMDB0036134,,HMDB:HMDB0036134,HMDB:HMDB0036134,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1422,HMDB:HMDB0004400,,HMDB:HMDB0004400,HMDB:HMDB0004400,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1423,HMDB:HMDB0034217,,HMDB:HMDB0034217,HMDB:HMDB0034217,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1424,HMDB:HMDB0004998,,HMDB:HMDB0004998,HMDB:HMDB0004998,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1425,HMDB:HMDB0029706,,HMDB:HMDB0029706,HMDB:HMDB0029706,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1426,HMDB:HMDB0014606,,HMDB:HMDB0014606,HMDB:HMDB0014606,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1427,HMDB:HMDB0032078,,HMDB:HMDB0032078,HMDB:HMDB0032078,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1428,HMDB:HMDB0094658,,HMDB:HMDB0094658,HMDB:HMDB0094658,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1429,HMDB:HMDB0014526,,HMDB:HMDB0014526,HMDB:HMDB0014526,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1430,HMDB:HMDB0036648,,HMDB:HMDB0036648,HMDB:HMDB0036648,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1431,HMDB:HMDB0000529,,HMDB:HMDB0000529,HMDB:HMDB0000529,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1432,HMDB:HMDB0015301,,HMDB:HMDB0015301,HMDB:HMDB0015301,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1433,HMDB:HMDB0030928,,HMDB:HMDB0030928,HMDB:HMDB0030928,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1434,HMDB:HMDB0040376,,HMDB:HMDB0040376,HMDB:HMDB0040376,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1435,HMDB:HMDB0032846,,HMDB:HMDB0032846,HMDB:HMDB0032846,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1436,HMDB:HMDB0003484,,HMDB:HMDB0003484,HMDB:HMDB0003484,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1437,HMDB:HMDB0014904,,HMDB:HMDB0014904,HMDB:HMDB0014904,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1438,HMDB:HMDB0030376,,HMDB:HMDB0030376,HMDB:HMDB0030376,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1439,HMDB:HMDB0032424,,HMDB:HMDB0032424,HMDB:HMDB0032424,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1440,HMDB:HMDB0035177,,HMDB:HMDB0035177,HMDB:HMDB0035177,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1441,HMDB:HMDB0040443,,HMDB:HMDB0040443,HMDB:HMDB0040443,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1442,HMDB:HMDB0060477,,HMDB:HMDB0060477,HMDB:HMDB0060477,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1443,HMDB:HMDB0014331,,HMDB:HMDB0014331,HMDB:HMDB0014331,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1444,HMDB:HMDB0033135,,HMDB:HMDB0033135,HMDB:HMDB0033135,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1445,HMDB:HMDB0006406,,HMDB:HMDB0006406,HMDB:HMDB0006406,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1446,HMDB:HMDB0062669,,HMDB:HMDB0062669,HMDB:HMDB0062669,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1447,HMDB:HMDB0014849,,HMDB:HMDB0014849,HMDB:HMDB0014849,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1448,HMDB:HMDB0031252,,HMDB:HMDB0031252,HMDB:HMDB0031252,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1449,HMDB:HMDB0031292,,HMDB:HMDB0031292,HMDB:HMDB0031292,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1450,HMDB:HMDB0033695,,HMDB:HMDB0033695,HMDB:HMDB0033695,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1451,HMDB:HMDB0015366,,HMDB:HMDB0015366,HMDB:HMDB0015366,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1452,HMDB:HMDB0001321,,HMDB:HMDB0001321,HMDB:HMDB0001321,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1453,HMDB:HMDB0062775,,HMDB:HMDB0062775,HMDB:HMDB0062775,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1454,HMDB:HMDB0040932,,HMDB:HMDB0040932,HMDB:HMDB0040932,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1455,HMDB:HMDB0001268,,HMDB:HMDB0001268,HMDB:HMDB0001268,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1456,HMDB:HMDB0038631,,HMDB:HMDB0038631,HMDB:HMDB0038631,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1457,HMDB:HMDB0033091,,HMDB:HMDB0033091,HMDB:HMDB0033091,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1458,HMDB:HMDB0030009,,HMDB:HMDB0030009,HMDB:HMDB0030009,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1459,HMDB:HMDB0014738,,HMDB:HMDB0014738,HMDB:HMDB0014738,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1460,HMDB:HMDB0029838,,HMDB:HMDB0029838,HMDB:HMDB0029838,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1461,HMDB:HMDB0000603,,HMDB:HMDB0000603,HMDB:HMDB0000603,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1462,HMDB:HMDB0060606,,HMDB:HMDB0060606,HMDB:HMDB0060606,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1463,HMDB:HMDB0035076,,HMDB:HMDB0035076,HMDB:HMDB0035076,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1464,HMDB:HMDB0062751,,HMDB:HMDB0062751,HMDB:HMDB0062751,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1465,HMDB:HMDB0014771,,HMDB:HMDB0014771,HMDB:HMDB0014771,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1466,HMDB:HMDB0032662,,HMDB:HMDB0032662,HMDB:HMDB0032662,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1467,HMDB:HMDB0013076,,HMDB:HMDB0013076,HMDB:HMDB0013076,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1468,HMDB:HMDB0036451,,HMDB:HMDB0036451,HMDB:HMDB0036451,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1469,HMDB:HMDB0013162,,HMDB:HMDB0013162,HMDB:HMDB0013162,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1470,HMDB:HMDB0000638,,HMDB:HMDB0000638,HMDB:HMDB0000638,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1471,HMDB:HMDB0013316,,HMDB:HMDB0013316,HMDB:HMDB0013316,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1472,HMDB:HMDB0000731,,HMDB:HMDB0000731,HMDB:HMDB0000731,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1473,HMDB:HMDB0014868,,HMDB:HMDB0014868,HMDB:HMDB0014868,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1474,HMDB:HMDB0035170,,HMDB:HMDB0035170,HMDB:HMDB0035170,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
1475,HMDB:HMDB0240212,,HMDB:HMDB0240212,HMDB:HMDB0240212,0,,0,2 ppm,0,2 ppm,,,,,1,0,,Light,1,1,,1,False,False,False
